route_id,deployment,http_method,path,surface,controller_method,source,current_guard,current_target_predicate,canonical_action,target_accepted_principal_lanes,target_resolver,risk_tier,migration_mode,disposition,review_status,notes,required_sections
mvc:put:/api/v1/config/platform/llm/reorder,NAVIGATOR_LAUNCHER,PUT,/api/v1/config/platform/llm/reorder,NAVIGATOR_INTERNAL,PlatformConfigController.reorderModelConfigs,metadata-config-module/src/main/java/com/foggy/navigator/metadata/query/config/controller/PlatformConfigController.java:201,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (none),platform-config.reorder-model-configs,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_PLATFORM_CONFIG_TARGET_RESOLVER[LIST_OR_BODY_TARGET],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
mvc:post:/api/v1/config/platform/llm/test-connection,NAVIGATOR_LAUNCHER,POST,/api/v1/config/platform/llm/test-connection,NAVIGATOR_INTERNAL,PlatformConfigController.testLlmConnection,metadata-config-module/src/main/java/com/foggy/navigator/metadata/query/config/controller/PlatformConfigController.java:110,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (none),platform-config.test-llm-connection,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_PLATFORM_CONFIG_TARGET_RESOLVER[LIST_OR_BODY_TARGET],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
mvc:delete:/api/v1/config/platform/llm/{id},NAVIGATOR_LAUNCHER,DELETE,/api/v1/config/platform/llm/{id},NAVIGATOR_INTERNAL,PlatformConfigController.deleteModelConfig,metadata-config-module/src/main/java/com/foggy/navigator/metadata/query/config/controller/PlatformConfigController.java:181,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (none),platform-config.delete-model-config,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/SECURITY_ACTION,INSTANCE_ROOT_PLATFORM_CONFIG_TARGET_RESOLVER[id],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
mvc:get:/api/v1/config/platform/llm/{id},NAVIGATOR_LAUNCHER,GET,/api/v1/config/platform/llm/{id},NAVIGATOR_INTERNAL,PlatformConfigController.getModelConfig,metadata-config-module/src/main/java/com/foggy/navigator/metadata/query/config/controller/PlatformConfigController.java:208,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (none),platform-config.get-model-config,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_PLATFORM_CONFIG_TARGET_RESOLVER[id],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_SENSITIVE,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
mvc:put:/api/v1/config/platform/llm/{id},NAVIGATOR_LAUNCHER,PUT,/api/v1/config/platform/llm/{id},NAVIGATOR_INTERNAL,PlatformConfigController.updateModelConfig,metadata-config-module/src/main/java/com/foggy/navigator/metadata/query/config/controller/PlatformConfigController.java:174,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (none),platform-config.update-model-config,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_PLATFORM_CONFIG_TARGET_RESOLVER[id],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
mvc:post:/api/v1/config/platform/llm/{id}/test-connection,NAVIGATOR_LAUNCHER,POST,/api/v1/config/platform/llm/{id}/test-connection,NAVIGATOR_INTERNAL,PlatformConfigController.testSavedLlmConnection,metadata-config-module/src/main/java/com/foggy/navigator/metadata/query/config/controller/PlatformConfigController.java:118,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (none),platform-config.test-saved-llm-connection,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_PLATFORM_CONFIG_TARGET_RESOLVER[id],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
mvc:get:/api/v1/config/platform/memories,NAVIGATOR_LAUNCHER,GET,/api/v1/config/platform/memories,NAVIGATOR_INTERNAL,PlatformConfigController.listMemories,metadata-config-module/src/main/java/com/foggy/navigator/metadata/query/config/controller/PlatformConfigController.java:314,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (UserContext|getCurrentUser),platform-config.list-memories,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_PLATFORM_CONFIG_TARGET_RESOLVER[LIST_OR_BODY_TARGET],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_SENSITIVE,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
mvc:post:/api/v1/config/platform/memories,NAVIGATOR_LAUNCHER,POST,/api/v1/config/platform/memories,NAVIGATOR_INTERNAL,PlatformConfigController.saveMemory,metadata-config-module/src/main/java/com/foggy/navigator/metadata/query/config/controller/PlatformConfigController.java:322,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (UserContext|getCurrentUser|resolveTenantId),platform-config.save-memory,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_PLATFORM_CONFIG_TARGET_RESOLVER[LIST_OR_BODY_TARGET],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
mvc:delete:/api/v1/config/platform/memories/{id},NAVIGATOR_LAUNCHER,DELETE,/api/v1/config/platform/memories/{id},NAVIGATOR_INTERNAL,PlatformConfigController.deleteMemory,metadata-config-module/src/main/java/com/foggy/navigator/metadata/query/config/controller/PlatformConfigController.java:337,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (none),platform-config.delete-memory,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/SECURITY_ACTION,INSTANCE_ROOT_PLATFORM_CONFIG_TARGET_RESOLVER[id],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
mvc:put:/api/v1/config/platform/memories/{id},NAVIGATOR_LAUNCHER,PUT,/api/v1/config/platform/memories/{id},NAVIGATOR_INTERNAL,PlatformConfigController.updateMemory,metadata-config-module/src/main/java/com/foggy/navigator/metadata/query/config/controller/PlatformConfigController.java:330,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (none),platform-config.update-memory,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_PLATFORM_CONFIG_TARGET_RESOLVER[id],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
mvc:get:/api/v1/config/platform/setup-status,NAVIGATOR_LAUNCHER,GET,/api/v1/config/platform/setup-status,NAVIGATOR_INTERNAL,PlatformConfigController.getSetupStatus,metadata-config-module/src/main/java/com/foggy/navigator/metadata/query/config/controller/PlatformConfigController.java:55,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (apiCredentialManager|hasAnyCredential|resolveTenantId|setCredentialConfigured),platform-config.get-setup-status,NAVIGATOR_USER/AUTHENTICATED; INSTANCE_ROOT/CONTROL_ACCESS,INSTANCE_ROOT_PLATFORM_CONFIG_TARGET_RESOLVER[LIST_OR_BODY_TARGET],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_SENSITIVE,INSTANCE_ROOT management exception is control-plane only and never authorizes runtime ask or Worker task impersonation,PRINCIPAL|CREDENTIAL|TRUST|TARGET|AUTHORITY
mvc:post:/api/v1/cross-project-tasks,NAVIGATOR_LAUNCHER,POST,/api/v1/cross-project-tasks,NAVIGATOR_INTERNAL,CrossProjectTaskController.createTask,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/CrossProjectTaskController.java:31,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED) remains first; default-off CrossProjectMutationGate follows,default-off CrossProjectMutationGate returns HTTP 410 no-store CROSS_PROJECT_TASK_MUTATION_RETIRED before repository/target/provider/event effects; rollback enabled enters existing UserContext owner resolution,cross-project-task.create-task,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_CROSS_PROJECT_TASK_OWNER_RESOLVER[LIST_OR_BODY_TARGET],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,RETIRED_STUB,STATIC_REVIEWED_HIGH_RISK,authentication remains first; retired stub preserves route/action/principal/owner resolver identity and permits legacy owner resolution only when rollback is enabled,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:get:/api/v1/cross-project-tasks/page,NAVIGATOR_LAUNCHER,GET,/api/v1/cross-project-tasks/page,NAVIGATOR_INTERNAL,CrossProjectTaskController.listTasks,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/CrossProjectTaskController.java:50,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (UserContext),cross-project-task.list-tasks,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_CROSS_PROJECT_TASK_OWNER_RESOLVER[LIST_OR_BODY_TARGET],R1_SCOPED_READ,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED,owner-scoped read-only access through existing UserContext resolver; zero dispatch/worktree/event/state mutation,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:get:/api/v1/cross-project-tasks/{contextId},NAVIGATOR_LAUNCHER,GET,/api/v1/cross-project-tasks/{contextId},NAVIGATOR_INTERNAL,CrossProjectTaskController.getTask,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/CrossProjectTaskController.java:44,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (UserContext),cross-project-task.get-task,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_CROSS_PROJECT_TASK_OWNER_RESOLVER[contextId],R1_SCOPED_READ,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED,owner-scoped read-only access through existing UserContext resolver; zero dispatch/worktree/event/state mutation,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:post:/api/v1/cross-project-tasks/{contextId}/advance,NAVIGATOR_LAUNCHER,POST,/api/v1/cross-project-tasks/{contextId}/advance,NAVIGATOR_INTERNAL,CrossProjectTaskController.advancePhase,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/CrossProjectTaskController.java:75,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED) remains first; default-off CrossProjectMutationGate follows,default-off CrossProjectMutationGate returns HTTP 410 no-store CROSS_PROJECT_TASK_MUTATION_RETIRED before repository/target/provider/event effects; rollback enabled enters existing UserContext owner resolution,cross-project-task.advance-phase,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_CROSS_PROJECT_TASK_OWNER_RESOLVER[contextId],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,RETIRED_STUB,STATIC_REVIEWED_HIGH_RISK,authentication remains first; retired stub preserves route/action/principal/owner resolver identity and permits legacy owner resolution only when rollback is enabled,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:post:/api/v1/cross-project-tasks/{contextId}/cancel,NAVIGATOR_LAUNCHER,POST,/api/v1/cross-project-tasks/{contextId}/cancel,NAVIGATOR_INTERNAL,CrossProjectTaskController.cancelTask,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/CrossProjectTaskController.java:85,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED) remains first; default-off CrossProjectMutationGate follows,default-off CrossProjectMutationGate returns HTTP 410 no-store CROSS_PROJECT_TASK_MUTATION_RETIRED before repository/target/provider/event effects; rollback enabled enters existing UserContext owner resolution,cross-project-task.cancel-task,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_CROSS_PROJECT_TASK_OWNER_RESOLVER[contextId],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,RETIRED_STUB,STATIC_REVIEWED_HIGH_RISK,authentication remains first; retired stub preserves route/action/principal/owner resolver identity and permits legacy owner resolution only when rollback is enabled,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:put:/api/v1/cross-project-tasks/{contextId}/phases/{phaseId}/handoff,NAVIGATOR_LAUNCHER,PUT,/api/v1/cross-project-tasks/{contextId}/phases/{phaseId}/handoff,NAVIGATOR_INTERNAL,CrossProjectTaskController.updateHandoff,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/CrossProjectTaskController.java:65,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED) remains first; default-off CrossProjectMutationGate follows,default-off CrossProjectMutationGate returns HTTP 410 no-store CROSS_PROJECT_TASK_MUTATION_RETIRED before repository/target/provider/event effects; rollback enabled enters existing UserContext owner resolution,cross-project-task.update-handoff,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_CROSS_PROJECT_TASK_OWNER_RESOLVER[contextId|phaseId],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,RETIRED_STUB,STATIC_REVIEWED_HIGH_RISK,authentication remains first; retired stub preserves route/action/principal/owner resolver identity and permits legacy owner resolution only when rollback is enabled,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:post:/api/v1/cross-project-tasks/{contextId}/review,NAVIGATOR_LAUNCHER,POST,/api/v1/cross-project-tasks/{contextId}/review,NAVIGATOR_INTERNAL,CrossProjectTaskController.triggerReview,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/CrossProjectTaskController.java:58,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED) remains first; default-off CrossProjectMutationGate follows,default-off CrossProjectMutationGate returns HTTP 410 no-store CROSS_PROJECT_TASK_MUTATION_RETIRED before repository/target/provider/event effects; rollback enabled enters existing UserContext owner resolution,cross-project-task.trigger-review,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_CROSS_PROJECT_TASK_OWNER_RESOLVER[contextId],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,RETIRED_STUB,STATIC_REVIEWED_HIGH_RISK,authentication remains first; retired stub preserves route/action/principal/owner resolver identity and permits legacy owner resolution only when rollback is enabled,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:post:/api/v1/cross-project-tasks/{contextId}/start,NAVIGATOR_LAUNCHER,POST,/api/v1/cross-project-tasks/{contextId}/start,NAVIGATOR_INTERNAL,CrossProjectTaskController.startTask,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/CrossProjectTaskController.java:38,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED) remains first; default-off CrossProjectMutationGate follows,default-off CrossProjectMutationGate returns HTTP 410 no-store CROSS_PROJECT_TASK_MUTATION_RETIRED before repository/target/provider/event effects; rollback enabled enters existing UserContext owner resolution,cross-project-task.start-task,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_CROSS_PROJECT_TASK_OWNER_RESOLVER[contextId],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,RETIRED_STUB,STATIC_REVIEWED_HIGH_RISK,authentication remains first; retired stub preserves route/action/principal/owner resolver identity and permits legacy owner resolution only when rollback is enabled,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:get:/api/v1/error-diagnostics/{diagnosticId},NAVIGATOR_LAUNCHER,GET,/api/v1/error-diagnostics/{diagnosticId},NAVIGATOR_INTERNAL,ErrorDiagnosticController.get,session-module/src/main/java/com/foggy/navigator/session/controller/ErrorDiagnosticController.java:32,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (UserContext|getCurrentUser),error-diagnostic.get,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_ERROR_DIAGNOSTIC_OWNER_RESOLVER[diagnosticId],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_SENSITIVE,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:get:/api/v1/error-diagnostics/{diagnosticId}/shares,NAVIGATOR_LAUNCHER,GET,/api/v1/error-diagnostics/{diagnosticId}/shares,NAVIGATOR_INTERNAL,ErrorDiagnosticController.listShares,session-module/src/main/java/com/foggy/navigator/session/controller/ErrorDiagnosticController.java:43,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),diagnostic/share ownership or bearer-token record checks (UserContext|getCurrentUser),error-diagnostic.list-shares,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_ERROR_DIAGNOSTIC_OWNER_RESOLVER[diagnosticId],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_SENSITIVE,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:post:/api/v1/error-diagnostics/{diagnosticId}/shares,NAVIGATOR_LAUNCHER,POST,/api/v1/error-diagnostics/{diagnosticId}/shares,NAVIGATOR_INTERNAL,ErrorDiagnosticController.createShare,session-module/src/main/java/com/foggy/navigator/session/controller/ErrorDiagnosticController.java:54,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),diagnostic/share ownership or bearer-token record checks (UserContext|getCurrentUser),error-diagnostic.create-share,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_ERROR_DIAGNOSTIC_OWNER_RESOLVER[diagnosticId],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:delete:/api/v1/error-diagnostics/{diagnosticId}/shares/{shareId},NAVIGATOR_LAUNCHER,DELETE,/api/v1/error-diagnostics/{diagnosticId}/shares/{shareId},NAVIGATOR_INTERNAL,ErrorDiagnosticController.revokeShare,session-module/src/main/java/com/foggy/navigator/session/controller/ErrorDiagnosticController.java:67,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),diagnostic/share ownership or bearer-token record checks (UserContext|getCurrentUser),error-diagnostic.revoke-share,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_ERROR_DIAGNOSTIC_OWNER_RESOLVER[diagnosticId|shareId],R3_SECURITY_BOUNDARY_OR_DESTRUCTIVE,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_HIGH_RISK,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:get:/api/v1/file-browser/content,NAVIGATOR_LAUNCHER,GET,/api/v1/file-browser/content,NAVIGATOR_INTERNAL,FileBrowserController.readContent,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/FileBrowserController.java:58,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (resolveClient),directory.file.read-content,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_DIRECTORY_FILE_OWNER_RESOLVER[LIST_OR_BODY_TARGET],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_SENSITIVE,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:get:/api/v1/file-browser/git-diff,NAVIGATOR_LAUNCHER,GET,/api/v1/file-browser/git-diff,NAVIGATOR_INTERNAL,FileBrowserController.gitDiffSummary,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/FileBrowserController.java:111,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (resolveClient),directory.file.git-diff-summary,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_DIRECTORY_FILE_OWNER_RESOLVER[LIST_OR_BODY_TARGET],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_SENSITIVE,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:get:/api/v1/file-browser/git-diff/file,NAVIGATOR_LAUNCHER,GET,/api/v1/file-browser/git-diff/file,NAVIGATOR_INTERNAL,FileBrowserController.fileDiff,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/FileBrowserController.java:127,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (resolveClient),directory.file.file-diff,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_DIRECTORY_FILE_OWNER_RESOLVER[LIST_OR_BODY_TARGET],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_SENSITIVE,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:get:/api/v1/file-browser/git-log,NAVIGATOR_LAUNCHER,GET,/api/v1/file-browser/git-log,NAVIGATOR_INTERNAL,FileBrowserController.gitLog,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/FileBrowserController.java:153,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (resolveClient),directory.file.git-log,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_DIRECTORY_FILE_OWNER_RESOLVER[LIST_OR_BODY_TARGET],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_SENSITIVE,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:get:/api/v1/file-browser/git-log/commit,NAVIGATOR_LAUNCHER,GET,/api/v1/file-browser/git-log/commit,NAVIGATOR_INTERNAL,FileBrowserController.commitDetail,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/FileBrowserController.java:172,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (resolveClient),directory.file.commit-detail,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_DIRECTORY_FILE_OWNER_RESOLVER[LIST_OR_BODY_TARGET],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_SENSITIVE,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
mvc:get:/api/v1/file-browser/git-log/commit/file-diff,NAVIGATOR_LAUNCHER,GET,/api/v1/file-browser/git-log/commit/file-diff,NAVIGATOR_INTERNAL,FileBrowserController.commitFileDiff,addons/claude-worker-agent/src/main/java/com/foggy/navigator/claude/worker/controller/FileBrowserController.java:193,Spring route-family permitAll/anyRequest + AuthInterceptor context + @RequireAuth(AUTHENTICATED),UserContext tenant/user plus resource-specific checks remain distributed (resolveClient),directory.file.commit-file-diff,NAVIGATOR_USER/AUTHENTICATED,NAVIGATOR_USER_TENANT_DIRECTORY_FILE_OWNER_RESOLVER[LIST_OR_BODY_TARGET],R2_SENSITIVE_READ_OR_MUTATION_OR_EXECUTION,LEGACY_ENFORCE,KEEP,STATIC_REVIEWED_SENSITIVE,owner/tenant/resource predicate remains distributed today; canonical resolver is the fail-closed target contract,PRINCIPAL|CREDENTIAL|TRUST|TARGET
